Property_ID,Property_Type,Property_Size,Bedrooms,Bathrooms,Location,Furnishing,Age_of_Property,Amenities,Proximity_to_Important_Locations,Date_of_Listing,Historical_Prices,Price,Floor_Level,Property_Status
902,House,139,1,1,Bekasi,Unfurnished,26,Gym,4.89,2021-03-23,"[1658288070, 1750415186, 1805691455]",1842542300.5279002,3,New
903,House,225,4,1,Jakarta Utara,Unfurnished,10,Gym,12.69,2021-01-29,"[2100291588, 2216974454, 2286984173]",2567023051.673359,3,Under Construction
904,Apartment,104,4,1,Bekasi,Fully,18,Pool_Security,4.06,2021-09-23,"[1027924326, 1085031233, 1119295377]",1142138139.9336343,4,New
905,Apartment,92,2,2,Bekasi,Semi,27,Pool,19.57,2021-10-10,"[861068236, 908905360, 937607635]",956742484.4405761,16,Pre-sale
906,Condo,184,3,3,Bekasi,Semi,3,Pool_Gym_Security,1.69,2022-12-24,"[1706727844, 1801546058, 1858436986]",1896364271.3687541,19,New
907,House,36,2,2,Jakarta Utara,Semi,24,Gym,9.35,2022-04-16,"[484528270, 511446507, 527597449]",592201218.3356717,1,Pre-sale
908,Apartment,56,4,2,Tangerang,Fully,8,None,17.31,2021-05-24,"[645307579, 681158000, 702668252]",717008420.8517408,12,Pre-sale
909,Apartment,60,4,3,Jakarta Barat,Fully,11,Pool_Gym,1.63,2021-10-28,"[716477285, 756281578, 780164154]",915498752.4686056,9,Under Construction
910,House,208,4,1,Jakarta Barat,Unfurnished,19,Pool_Security,10.51,2022-12-24,"[2720233280, 2871357351, 2962031794]",3475853635.4249563,1,New
911,House,154,1,3,Jakarta Timur,Unfurnished,1,Pool_Gym_Security,3.34,2022-02-05,"[1692264503, 1786279198, 1842688015]",1974308586.987921,5,New
912,House,176,2,2,Jakarta Pusat,Unfurnished,28,Pool,13.24,2021-10-12,"[2002813674, 2114081101, 2180841556]",2781685658.680784,3,New
913,Apartment,130,3,2,Jakarta Timur,Fully,28,Gym_Security,15.68,2021-12-11,"[1553579482, 1639889453, 1691675436]",1812509395.6531372,12,New
914,Apartment,71,3,1,Depok,Fully,24,Pool_Gym,2.4,2021-12-06,"[863379013, 911344513, 940123814]",959310013.9557185,9,New
915,House,167,3,3,Tangerang,Semi,2,Pool_Gym_Security,17.6,2021-10-16,"[2215834361, 2338936270, 2412797415]",2462038178.7790875,5,New
916,House,236,4,3,Depok,Unfurnished,8,None,0.76,2021-05-23,"[2306351310, 2434481938, 2511360315]",2562612566.652494,1,Pre-sale
917,Apartment,160,1,1,Bekasi,Fully,1,Security,8.92,2021-09-22,"[1820129817, 1921248140, 1981919134]",2022366463.1496227,9,Pre-sale
918,Apartment,210,4,2,Jakarta Pusat,Unfurnished,18,Pool_Gym,4.3,2021-07-30,"[2333876075, 2463535857, 2541331726]",3241494548.0855036,20,Pre-sale
919,House,135,1,2,Jakarta Selatan,Semi,7,Pool_Gym_Security,2.16,2022-03-04,"[1384933723, 1461874485, 1508038943]",1846578296.9614604,5,New
920,Apartment,103,3,2,Depok,Unfurnished,24,Gym,15.22,2022-07-01,"[1090810590, 1151411178, 1187771531]",1212011766.5536127,14,New
921,Apartment,175,2,2,Bogor,Fully,27,Pool_Security,12.5,2022-10-30,"[2303955665, 2431953202, 2508751724]",2559950738.69121,5,New
922,House,56,2,1,Jakarta Utara,Semi,11,None,4.56,2021-08-24,"[689776246, 728097149, 751089690]",843059856.5113012,1,New
923,Apartment,127,1,3,Depok,Unfurnished,2,Pool_Gym_Security,17.41,2022-09-11,"[1247597837, 1316908828, 1358495423]",1386219818.94626,9,New
924,House,245,4,3,Jakarta Selatan,Unfurnished,12,Pool_Gym_Security,18.88,2021-12-24,"[3152532233, 3327672912, 3432757320]",4203376310.063406,4,Pre-sale
925,Apartment,58,1,3,Bogor,Fully,17,Gym_Security,19.43,2022-11-23,"[776518584, 819658505, 845542458]",862798426.4634165,14,Pre-sale
926,House,60,2,1,Jakarta Timur,Unfurnished,2,Pool_Security,1.5,2022-04-04,"[800317024, 844779081, 871456315]",933703194.2712855,5,New
927,Apartment,140,3,1,Jakarta Selatan,Unfurnished,17,Pool_Gym_Security,6.23,2022-12-25,"[1673203534, 1766159286, 1821932737]",2230938044.954545,19,New
928,Condo,105,3,2,Jakarta Selatan,Unfurnished,26,None,9.22,2021-05-17,"[1242932902, 1311984730, 1353415827]",1657243869.6033456,13,New
929,Apartment,73,2,2,Jakarta Utara,Semi,26,Pool_Security,10.95,2022-09-29,"[919785015, 970884183, 1001543683]",1124181685.083876,20,New
930,Apartment,77,2,3,Depok,Semi,29,Gym_Security,14.63,2022-03-28,"[934420943, 986333217, 1017480582]",1038245491.983479,14,New
931,House,224,3,1,Jakarta Pusat,Fully,14,Pool,12.57,2021-08-13,"[2128425438, 2246671296, 2317618811]",2956146442.3489714,4,Under Construction
932,Apartment,243,3,3,Bekasi,Unfurnished,13,Pool_Gym_Security,17.85,2021-10-17,"[2256000014, 2381333348, 2456533349]",2506666682.3108883,12,Pre-sale
933,House,134,3,3,Bekasi,Semi,5,Gym_Security,13.24,2021-11-06,"[1365279589, 1441128455, 1486637774]",1516977320.684729,2,New
934,Apartment,136,1,3,Jakarta Timur,Unfurnished,29,Pool_Gym_Security,0.72,2022-04-27,"[1578838298, 1666551537, 1719179480]",1841978014.0294085,11,New
935,Apartment,92,2,3,Tangerang,Semi,8,Pool_Gym_Security,15.92,2021-07-16,"[900591152, 950623993, 980643698]",1000656835.1970382,17,New
936,Apartment,169,2,2,Tangerang,Semi,4,Pool_Gym_Security,4.98,2022-05-27,"[1825902025, 1927341026, 1988204427]",2028780027.483863,12,Under Construction
937,Apartment,164,4,1,Bekasi,Unfurnished,17,None,17.89,2022-09-04,"[1749660168, 1846863511, 1905185516]",1944066853.1855817,15,Pre-sale
938,House,61,1,2,Jakarta Pusat,Unfurnished,12,Pool,6.27,2021-01-25,"[578627955, 610773953, 630061551]",803649937.7468224,1,Pre-sale
939,Apartment,141,3,3,Depok,Semi,5,Pool_Gym_Security,6.8,2022-01-29,"[1585995915, 1674106800, 1726973330]",1762217683.8666623,2,New
940,Apartment,208,4,3,Depok,Semi,22,Pool_Security,9.68,2022-02-05,"[2460367026, 2597054083, 2679066317]",2733741140.185552,12,New
941,House,98,2,3,Jakarta Barat,Unfurnished,23,Pool,13.19,2021-03-01,"[1196778858, 1263266572, 1303159201]",1529217429.4304893,4,New
942,Apartment,162,1,1,Depok,Unfurnished,7,None,18.96,2022-02-16,"[1594764715, 1683362754, 1736521578]",1771960794.0126057,1,New
943,Apartment,122,1,1,Tangerang,Semi,15,Pool_Gym_Security,18.63,2022-06-11,"[1568802619, 1655958320, 1708251741]",1743114021.4968727,12,New
944,House,238,4,2,Bekasi,Unfurnished,9,Gym,14.0,2022-04-29,"[3026670139, 3194818480, 3295707485]",3362966821.396999,4,New
945,Apartment,242,3,3,Jakarta Utara,Fully,4,Security,6.52,2022-09-17,"[3044565987, 3213708542, 3315194075]",3721136206.2252846,17,Pre-sale
946,House,47,3,3,Jakarta Timur,Fully,12,Pool_Gym,17.63,2022-10-05,"[501121849, 528961952, 545666014]",584642157.5652047,4,New
947,Apartment,38,2,3,Bekasi,Semi,16,Pool,14.31,2022-09-08,"[358261510, 378164927, 390106978]",398068344.68369496,19,Under Construction
948,Apartment,39,4,2,Tangerang,Unfurnished,15,Pool_Gym_Security,3.91,2021-06-30,"[481243423, 507979168, 524020616]",534714913.95607483,4,New
949,Apartment,232,3,2,Tangerang,Semi,8,Gym,5.1,2022-06-12,"[2091315042, 2207499211, 2277209713]",2323683380.510472,4,New
950,House,115,3,3,Bekasi,Semi,20,None,2.13,2022-04-23,"[1480306900, 1562546172, 1611889736]",1644785444.6448843,1,Under Construction
951,Condo,110,3,3,Jakarta Pusat,Fully,25,Pool_Gym_Security,6.44,2022-11-03,"[1401390385, 1479245406, 1525958419]",1946375534.6860223,3,Pre-sale
952,Apartment,248,1,2,Tangerang,Unfurnished,14,Gym,8.16,2021-07-24,"[3297882173, 3481097849, 3591027255]",3664313525.0307355,9,New
953,Apartment,53,1,1,Jakarta Timur,Semi,7,Pool_Gym_Security,14.8,2021-03-23,"[643759421, 679523834, 700982481]",751052658.3179097,7,New
954,Apartment,114,1,1,Jakarta Barat,Unfurnished,25,Pool_Gym,16.01,2022-02-24,"[1177105609, 1242500365, 1281737218]",1504079388.8924136,17,New
955,Apartment,39,4,2,Bogor,Fully,12,Pool_Gym_Security,5.22,2021-06-12,"[509176226, 537463794, 554436334]",565751361.7098851,2,New
956,House,109,3,2,Depok,Unfurnished,9,Pool,18.4,2021-09-29,"[1195750411, 1262180990, 1302039337]",1328611568.0716617,1,New
957,Apartment,96,3,3,Jakarta Utara,Unfurnished,5,Pool_Gym,2.04,2022-08-17,"[1217933059, 1285596007, 1326193775]",1488584849.8505516,11,New
958,Apartment,73,2,2,Jakarta Utara,Fully,22,Pool,13.51,2022-02-09,"[925356911, 976765628, 1007610859]",1130991780.09238,4,New
959,House,131,1,3,Jakarta Utara,Fully,23,Pool,11.98,2022-06-07,"[1527644005, 1612513116, 1663434583]",1867120450.061975,4,New
960,House,144,3,1,Jakarta Timur,Semi,2,None,4.86,2022-10-13,"[1569650735, 1656853554, 1709175245]",1831259190.8791304,4,Pre-sale
961,Condo,70,4,3,Tangerang,Unfurnished,18,None,6.01,2021-10-15,"[766073994, 808633661, 834169460]",851193326.9977105,15,New
962,House,70,4,1,Jakarta Timur,Unfurnished,28,Pool_Gym_Security,10.75,2021-08-23,"[697161126, 735892299, 759131003]",813354646.4416738,4,Under Construction
963,Apartment,137,1,1,Depok,Unfurnished,26,Pool,11.7,2022-03-23,"[1773132796, 1871640173, 1930744600]",1970147550.6807172,16,New
964,Apartment,119,1,1,Jakarta Barat,Fully,27,Security,1.36,2021-09-10,"[1602425412, 1691449046, 1744863227]",2047543582.1283772,6,New
965,Apartment,231,1,3,Depok,Semi,5,Pool_Security,16.9,2021-05-08,"[2087643905, 2203624122, 2273212252]",2319604338.5731387,12,New
966,House,45,4,1,Bekasi,Fully,19,Gym_Security,5.15,2022-11-10,"[440920500, 465416084, 480113434]",489911667.0349829,5,New
967,House,66,2,2,Depok,Unfurnished,15,Security,9.91,2021-09-29,"[671536848, 708844451, 731229012]",746152053.4664911,3,Under Construction
968,Apartment,203,3,1,Jakarta Selatan,Semi,19,None,0.75,2021-02-21,"[2416126835, 2550356103, 2630893665]",3221502446.426555,15,New
969,Apartment,71,1,3,Bekasi,Fully,3,Gym_Security,5.07,2021-07-09,"[817107146, 862501987, 889738892]",907896828.606803,1,New
970,House,158,3,1,Bogor,Unfurnished,25,Gym,10.47,2021-01-26,"[1701381393, 1795902581, 1852615294]",1890423769.453928,1,New
971,Apartment,244,1,2,Jakarta Selatan,Semi,20,Pool_Gym,3.07,2022-09-16,"[3073155330, 3243886182, 3346324693]",4097540440.2113643,18,New
972,House,53,3,2,Jakarta Barat,Unfurnished,19,Gym_Security,10.72,2022-08-15,"[538804358, 568737933, 586698079]",688472235.0634664,4,Under Construction
973,Apartment,153,1,1,Jakarta Utara,Semi,2,Security,11.6,2022-06-09,"[1761298930, 1859148871, 1917858835]",2152698692.6974154,1,New
974,Apartment,236,2,3,Jakarta Barat,Semi,24,Pool_Gym_Security,7.15,2022-06-22,"[2657543544, 2805184852, 2893769637]",3395750083.8037434,18,New
975,Apartment,47,3,3,Bekasi,Semi,29,Security,18.97,2021-08-06,"[622203148, 656769990, 677510095]",691336831.2730021,6,New
976,Condo,234,4,3,Jakarta Pusat,Fully,12,Pool,6.6,2022-11-19,"[2736521025, 2888549971, 2979767339]",3800723646.169832,17,New
977,Apartment,119,3,3,Jakarta Pusat,Unfurnished,12,None,13.59,2022-07-04,"[1280129201, 1351247490, 1393918463]",1777957223.6871748,5,New
978,Apartment,239,4,2,Depok,Semi,9,Pool_Gym,2.73,2021-10-27,"[2410202716, 2544102867, 2624442957]",2678003017.7983723,4,New
979,Apartment,60,4,1,Jakarta Pusat,Unfurnished,17,None,13.59,2021-05-25,"[700772358, 739704156, 763063235]",973294942.3329215,12,New
980,House,151,3,2,Jakarta Selatan,Unfurnished,10,Pool,5.82,2022-02-04,"[1812317903, 1913002231, 1973412828]",2416423871.1759267,2,Pre-sale
981,Apartment,208,4,2,Jakarta Utara,Unfurnished,8,Pool_Security,16.25,2022-12-16,"[2695235285, 2844970578, 2934811754]",3294176458.906976,12,Pre-sale
982,Apartment,37,3,3,Bogor,Unfurnished,5,Pool_Gym_Security,7.15,2022-11-20,"[384632147, 406000600, 418821671]",427369052.357991,17,New
983,House,186,2,2,Bekasi,Semi,11,Pool,9.15,2021-09-18,"[1957298075, 2066036857, 2131280126]",2174775638.524902,1,Under Construction
984,Apartment,228,3,1,Tangerang,Unfurnished,18,Pool,8.05,2022-09-01,"[2921011982, 3083290426, 3180657492]",3245568869.3144555,11,New
985,Apartment,243,4,2,Tangerang,Semi,11,Gym_Security,18.16,2022-06-25,"[2337300549, 2467150579, 2545060598]",2597000609.8143578,20,New
986,Apartment,38,3,1,Bogor,Unfurnished,13,Gym_Security,5.72,2022-02-23,"[511489611, 539905701, 556955355]",568321790.3247674,12,New
987,Apartment,147,2,2,Jakarta Utara,Unfurnished,4,None,2.22,2022-02-01,"[1512479169, 1596505790, 1646921762]",1848585651.5224507,13,Under Construction
988,Apartment,166,2,2,Jakarta Selatan,Semi,20,Gym_Security,0.87,2021-03-10,"[1546326087, 1632233092, 1683777295]",2061768115.7431645,13,New
989,Apartment,162,1,1,Jakarta Utara,Unfurnished,29,Pool_Gym_Security,15.8,2021-09-11,"[1914781233, 2021157968, 2084984009]",2340288173.812371,5,New
990,Apartment,47,1,1,Jakarta Pusat,Fully,0,Pool_Security,16.74,2021-08-16,"[503749334, 531735408, 548527053]",699651852.6994412,16,New
991,Apartment,247,4,1,Bogor,Semi,27,Security,2.49,2021-06-13,"[2803328365, 2959068830, 3052513109]",3114809294.397991,1,Under Construction
992,Apartment,46,1,3,Bogor,Fully,18,Gym,7.42,2022-03-07,"[493200760, 520600802, 537040828]",548000844.7332736,3,Pre-sale
993,Apartment,227,4,3,Jakarta Barat,Semi,17,Pool_Gym_Security,7.97,2021-08-12,"[2455546769, 2591966034, 2673817593]",3137643093.7086506,5,Pre-sale
994,House,69,2,1,Jakarta Utara,Unfurnished,22,None,18.18,2021-11-27,"[902213189, 952336144, 982409917]",1102705009.2258472,3,New
995,House,102,1,1,Bekasi,Unfurnished,26,Pool_Gym_Security,19.58,2021-02-15,"[988820556, 1043755031, 1076715717]",1098689506.67521,4,New
996,Apartment,247,4,1,Jakarta Utara,Fully,12,Security,14.43,2022-05-28,"[2601891150, 2746440658, 2833170363]",3180089183.2550545,18,Under Construction
997,Apartment,197,3,1,Bekasi,Semi,16,None,19.72,2021-09-30,"[1983722667, 2093929482, 2160053571]",2204136296.8949857,12,New
998,Apartment,205,2,2,Jakarta Barat,Fully,7,Gym,3.55,2021-06-23,"[1919213050, 2025835998, 2089809766]",2452327786.5707126,20,New
999,Apartment,173,1,2,Bogor,Fully,25,None,17.56,2021-10-08,"[1762921715, 1860861810, 1919625867]",1958801905.4858456,13,Under Construction
1000,Apartment,161,1,3,Jakarta Utara,Unfurnished,21,Pool_Gym_Security,4.74,2022-07-03,"[1604943251, 1694106765, 1747604874]",1961597307.2570171,1,New
